employer,job_title,job_year_begin,job_year_end,reason_end,full_name,birthdate,deathdate,birthplace,birthyear,deathyear,nth_job,bachelors_year,masters_year,phd_year,bachelors_age,masters_age,phd_age
Hunter College,Evening and Extension Sessions Instructor,1942,1944,Position ended,Margarete Caroline Hopkins (née Wolf),"November 3, 1911","April 3, 1998","Milwaukee, Wisconsin",1911,1998.0,6,1932.0,1933.0,1935.0,21.0,22.0,24.0
St. Joseph’s College for Women,Assistant Professor,1958,1964,Promotion,Margarete Caroline Hopkins (née Wolf),"November 3, 1911","April 3, 1998","Milwaukee, Wisconsin",1911,1998.0,7,1932.0,1933.0,1935.0,21.0,22.0,24.0
St. Joseph’s College for Women,Associate Professor,1965,1968,Promotion,Margarete Caroline Hopkins (née Wolf),"November 3, 1911","April 3, 1998","Milwaukee, Wisconsin",1911,1998.0,8,1932.0,1933.0,1935.0,21.0,22.0,24.0
"St. Joseph’s College, New York",Professor and Chairman of the Mathematics Department,1969,1978,Retirement,Margarete Caroline Hopkins (née Wolf),"November 3, 1911","April 3, 1998","Milwaukee, Wisconsin",1911,1998.0,9,1932.0,1933.0,1935.0,21.0,22.0,24.0
Leominster High School,Teacher,1906,1908,Moved to Cushing Academy,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,1,1906.0,1915.0,1917.0,22.0,31.0,33.0
Cushing Academy,Teacher,1908,1910,Studied in Leipzig,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,2,1906.0,1915.0,1917.0,22.0,31.0,33.0
Wellesley College,Instructor of Mathematics,1911,1914,Began graduate studies,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,3,1906.0,1915.0,1917.0,22.0,31.0,33.0
"College for Women, Western Reserve University",Instructor and Acting Head,1917,1918,Returned to Wellesley,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,4,1906.0,1915.0,1917.0,22.0,31.0,33.0
Wellesley College,Instructor,1918,1920,Promotion,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,5,1906.0,1915.0,1917.0,22.0,31.0,33.0
Wellesley College,Assistant Professor,1920,1921,Marriage and leave of absence,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,6,1906.0,1915.0,1917.0,22.0,31.0,33.0
Wellesley College,Assistant Professor,1923,1929,Leave of absence and travel,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,7,1906.0,1915.0,1917.0,22.0,31.0,33.0
Radcliffe College,Tutor,1926,1941,World War II,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,8,1906.0,1915.0,1917.0,22.0,31.0,33.0
Hunter College,Instructor,1941,1942,Moved to Oberlin College,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,9,1906.0,1915.0,1917.0,22.0,31.0,33.0
Oberlin College,Assistant Professor,1942,1944,Leave of absence to care for mother,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,10,1906.0,1915.0,1917.0,22.0,31.0,33.0
Tufts College,Assistant Professor,1944,1950,Promotion,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,11,1906.0,1915.0,1917.0,22.0,31.0,33.0
Tufts College,Associate Professor,1950,1955,Retirement,Mary Florence Curtis Graustein,"April 12, 1884","July 18, 1972","Westminster, Massachusetts",1884,1972.0,12,1906.0,1915.0,1917.0,22.0,31.0,33.0
Western College for Women,Instructor,1909,1911,Left to enroll at Cornell University,Anna Helen Tappan,"October 22, 1888","November 10, 1971","Mount Pleasant, Iowa",1888,1971.0,1,1909.0,1912.0,1914.0,21.0,24.0,26.0
Iowa State College of Agriculture and Mechanic Arts,Instructor,1914,1918,Promoted to Assistant Professor,Anna Helen Tappan,"October 22, 1888","November 10, 1971","Mount Pleasant, Iowa",1888,1971.0,2,1909.0,1912.0,1914.0,21.0,24.0,26.0
Iowa State College of Agriculture and Mechanic Arts,Assistant Professor,1918,1922,Promoted to Associate Professor,Anna Helen Tappan,"October 22, 1888","November 10, 1971","Mount Pleasant, Iowa",1888,1971.0,3,1909.0,1912.0,1914.0,21.0,24.0,26.0
Iowa State College of Agriculture and Mechanic Arts,Associate Professor,1922,1925,Returned to Western College for Women,Anna Helen Tappan,"October 22, 1888","November 10, 1971","Mount Pleasant, Iowa",1888,1971.0,4,1909.0,1912.0,1914.0,21.0,24.0,26.0
Western College for Women,Professor of Mathematics and Head of Department,1925,1954,Retired,Anna Helen Tappan,"October 22, 1888","November 10, 1971","Mount Pleasant, Iowa",1888,1971.0,5,1909.0,1912.0,1914.0,21.0,24.0,26.0
Western College for Women,Dean of Women,1927,1941,Became Academic Dean,Anna Helen Tappan,"October 22, 1888","November 10, 1971","Mount Pleasant, Iowa",1888,1971.0,6,1909.0,1912.0,1914.0,21.0,24.0,26.0
Western College for Women,Academic Dean,1941,1944,Returned to full-time teaching,Anna Helen Tappan,"October 22, 1888","November 10, 1971","Mount Pleasant, Iowa",1888,1971.0,7,1909.0,1912.0,1914.0,21.0,24.0,26.0
Western College for Women,Acting Head of Mathematics Department,1957,1958,Retired,Anna Helen Tappan,"October 22, 1888","November 10, 1971","Mount Pleasant, Iowa",1888,1971.0,8,1909.0,1912.0,1914.0,21.0,24.0,26.0
Hunter College,Instructor,1928,1947,Promotion,Mary Virginia Landers (née Kenny),"February 5, 1905","November 18, 1990","Fall River, Massachusetts",1905,1990.0,1,1926.0,1927.0,1939.0,21.0,22.0,34.0
Hunter College,Assistant Professor,1947,1958,Promotion,Mary Virginia Landers (née Kenny),"February 5, 1905","November 18, 1990","Fall River, Massachusetts",1905,1990.0,2,1926.0,1927.0,1939.0,21.0,22.0,34.0
Hunter College,Associate Professor,1958,1963,Promotion,Mary Virginia Landers (née Kenny),"February 5, 1905","November 18, 1990","Fall River, Massachusetts",1905,1990.0,3,1926.0,1927.0,1939.0,21.0,22.0,34.0
Hunter College,Professor,1964,1975,Retirement,Mary Virginia Landers (née Kenny),"February 5, 1905","November 18, 1990","Fall River, Massachusetts",1905,1990.0,4,1926.0,1927.0,1939.0,21.0,22.0,34.0
Hunter College,Professor Emeritus,1975,,,Mary Virginia Landers (née Kenny),"February 5, 1905","November 18, 1990","Fall River, Massachusetts",1905,1990.0,5,1926.0,1927.0,1939.0,21.0,22.0,34.0
Marshall College,Mathematics Teacher,1906,1907,Returned to West Virginia University as a graduate student,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,1,1906.0,,1922.0,21.0,,37.0
West Virginia University,Assistant in Greek and Mathematics,1907,1909,Became Instructor of Mathematics,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,2,1906.0,,1922.0,21.0,,37.0
West Virginia University,Instructor of Mathematics,1909,1912,Entered Bryn Mawr College for graduate study,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,3,1906.0,,1922.0,21.0,,37.0
Baldwin School,Mathematics Teacher,1913,1914,Taught at Parkersburg High School,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,4,1906.0,,1922.0,21.0,,37.0
Parkersburg High School,Mathematics Teacher,1914,1915,Returned to West Virginia University,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,5,1906.0,,1922.0,21.0,,37.0
West Virginia University,Instructor of Mathematics,1915,1918,Temporary office assistant for West Virginia geological survey,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,6,1906.0,,1922.0,21.0,,37.0
West Virginia geological survey,Temporary Office Assistant,1918,1918,Returned to graduate studies at Bryn Mawr College,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,7,1906.0,,1922.0,21.0,,37.0
West Virginia University,Assistant Professor,1922,1925,Promoted to Associate Professor,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,8,1906.0,,1922.0,21.0,,37.0
West Virginia University,Associate Professor,1925,1929,Resigned to marry Harry Outen Cole,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,9,1906.0,,1922.0,21.0,,37.0
West Virginia University,Instructor,1938,1941,Promoted to Assistant Professor,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,10,1906.0,,1922.0,21.0,,37.0
West Virginia University,Assistant Professor,1941,1952,Promoted to Associate Professor,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,11,1906.0,,1922.0,21.0,,37.0
West Virginia University,Associate Professor,1952,1955,Retired,Margaret Buchanan Cole,"August 18, 1885","September 10, 1959","Clinton, Pennsylvania",1885,1959.0,12,1906.0,,1922.0,21.0,,37.0
American Mathematical Society,Clerical and Editorial Assistant,1913,1934,Resignation,Caroline Eustis Seely,"August 3, 1887","May 17, 1961","Delhi, New York",1887,1961.0,1,1911.0,1912.0,1915.0,24.0,25.0,28.0
Army Ordnance Department,Associated with F. R. Moulton,,,,Caroline Eustis Seely,"August 3, 1887","May 17, 1961","Delhi, New York",1887,1961.0,2,1911.0,1912.0,1915.0,24.0,25.0,28.0
Transactions of the AMS,Cooperating Editor,1924,1936,Completion of first volume for 1936,Caroline Eustis Seely,"August 3, 1887","May 17, 1961","Delhi, New York",1887,1961.0,3,1911.0,1912.0,1915.0,24.0,25.0,28.0
Wellesley College,Instructor,1937,1938,Moved to University of Maryland,Martha Eldora Hathaway Williams,"January 25, 1914","July 22, 1989","Montclair, New Jersey",1914,1989.0,1,1935.0,1936.0,1939.0,21.0,22.0,25.0
University of Maryland,Instructor,1938,1940,Marriage and relocation to North Carolina,Martha Eldora Hathaway Williams,"January 25, 1914","July 22, 1989","Montclair, New Jersey",1914,1989.0,2,1935.0,1936.0,1939.0,21.0,22.0,25.0
University of Maryland,Instructor,1941,1943,Not specified,Martha Eldora Hathaway Williams,"January 25, 1914","July 22, 1989","Montclair, New Jersey",1914,1989.0,3,1935.0,1936.0,1939.0,21.0,22.0,25.0
Public schools in Pennsylvania,Teacher,1893,1897,Pursued further education,Elizabeth Buchanan Cowley,"May 22, 1874","April 13, 1945","Allegheny, Pennsylvania",1874,1945.0,1,1893.0,1902.0,1908.0,19.0,28.0,34.0
Vassar College,Instructor in Mathematics,1902,1913,Promotion to Assistant Professor,Elizabeth Buchanan Cowley,"May 22, 1874","April 13, 1945","Allegheny, Pennsylvania",1874,1945.0,2,1893.0,1902.0,1908.0,19.0,28.0,34.0
Vassar College,Assistant Professor,1913,1916,Promotion to Associate Professor,Elizabeth Buchanan Cowley,"May 22, 1874","April 13, 1945","Allegheny, Pennsylvania",1874,1945.0,3,1893.0,1902.0,1908.0,19.0,28.0,34.0
Vassar College,Associate Professor,1916,1929,Resigned to return to Pittsburgh,Elizabeth Buchanan Cowley,"May 22, 1874","April 13, 1945","Allegheny, Pennsylvania",1874,1945.0,4,1893.0,1902.0,1908.0,19.0,28.0,34.0
Pittsburgh High School,Teacher,1929,1938,Retirement,Elizabeth Buchanan Cowley,"May 22, 1874","April 13, 1945","Allegheny, Pennsylvania",1874,1945.0,5,1893.0,1902.0,1908.0,19.0,28.0,34.0
Notre Dame High School,Instructor in mathematics and physics,1919,1929,Continued education,Sister Mary Cleophas Garvin,"December 11, 1899","January 16, 1990","Vickery, Ohio",1899,1990.0,1,1927.0,1931.0,1934.0,28.0,32.0,35.0
Notre Dame College,"Professor of mathematics and physics, Head of the science department",1934,1976,Retirement,Sister Mary Cleophas Garvin,"December 11, 1899","January 16, 1990","Vickery, Ohio",1899,1990.0,2,1927.0,1931.0,1934.0,28.0,32.0,35.0
Notre Dame College,Chairman of the computer center,1975,1976,Retirement,Sister Mary Cleophas Garvin,"December 11, 1899","January 16, 1990","Vickery, Ohio",1899,1990.0,3,1927.0,1931.0,1934.0,28.0,32.0,35.0
Notre Dame College,Archivist,1976,1985,Moved to Provincial House,Sister Mary Cleophas Garvin,"December 11, 1899","January 16, 1990","Vickery, Ohio",1899,1990.0,4,1927.0,1931.0,1934.0,28.0,32.0,35.0
Dee Valley School,Teacher,1917,1917,Moved to North Battleford for further education,Olive Margaret Hughes,"December 13, 1899","December 29, 1936","London, England",1899,1936.0,1,1925.0,1926.0,1934.0,26.0,27.0,35.0
University of Saskatchewan,Instructor,1926,1928,Accepted fellowship at Bryn Mawr College,Olive Margaret Hughes,"December 13, 1899","December 29, 1936","London, England",1899,1936.0,2,1925.0,1926.0,1934.0,26.0,27.0,35.0
Islay School District,Principal,1931,1934,"Unclear, possibly moved to Chicago",Olive Margaret Hughes,"December 13, 1899","December 29, 1936","London, England",1899,1936.0,3,1925.0,1926.0,1934.0,26.0,27.0,35.0
Wells College,Instructor,1939,1941,Resigned,Dorothy Manning Smiley Little,"October 6, 1909","October 18, 1988","Champaign, Illinois",1909,1988.0,1,1933.0,1934.0,1937.0,24.0,25.0,28.0
Hawkinsville High School,Teacher,1924,1925,Moved to Athens,Gertrude Stith Ketchum,"August 4, 1903","September 27, 1958","near Nunez, Georgia",1903,1958.0,1,1924.0,1928.0,1934.0,21.0,25.0,31.0
Athens High School,Teacher,1925,1928,Completed Master's degree,Gertrude Stith Ketchum,"August 4, 1903","September 27, 1958","near Nunez, Georgia",1903,1958.0,2,1924.0,1928.0,1934.0,21.0,25.0,31.0
Brown University,Student Assistant,1928,1930,Financial reasons,Gertrude Stith Ketchum,"August 4, 1903","September 27, 1958","near Nunez, Georgia",1903,1958.0,3,1924.0,1928.0,1934.0,21.0,25.0,31.0
University of Illinois,Graduate Student,1931,1932,Marriage and anti-nepotism rules,Gertrude Stith Ketchum,"August 4, 1903","September 27, 1958","near Nunez, Georgia",1903,1958.0,4,1924.0,1928.0,1934.0,21.0,25.0,31.0
Riding Camps for Girls,Instructor of Equitation,,,,Gertrude Stith Ketchum,"August 4, 1903","September 27, 1958","near Nunez, Georgia",1903,1958.0,5,1924.0,1928.0,1934.0,21.0,25.0,31.0
"High Schools in Owensboro, Bellevue, Hazard, and Morganfield, Kentucky",Teacher,1914,1927,Became an instructor at Murray Normal School and Teachers College,Sallie Elizabeth Pence,"September 5, 1893","July 26, 1989","Lexington, Kentucky",1893,1989.0,1,1914.0,1928.0,1937.0,21.0,35.0,44.0
Murray Normal School and Teachers College,Instructor,1928,1929,Hired as an instructor at the University of Kentucky,Sallie Elizabeth Pence,"September 5, 1893","July 26, 1989","Lexington, Kentucky",1893,1989.0,2,1914.0,1928.0,1937.0,21.0,35.0,44.0
University of Kentucky,Instructor,1929,1938,Promoted to assistant professor,Sallie Elizabeth Pence,"September 5, 1893","July 26, 1989","Lexington, Kentucky",1893,1989.0,3,1914.0,1928.0,1937.0,21.0,35.0,44.0
University of Kentucky,Assistant Professor,1938,1947,Promoted to associate professor,Sallie Elizabeth Pence,"September 5, 1893","July 26, 1989","Lexington, Kentucky",1893,1989.0,4,1914.0,1928.0,1937.0,21.0,35.0,44.0
University of Kentucky,Associate Professor,1947,1956,Promoted to professor,Sallie Elizabeth Pence,"September 5, 1893","July 26, 1989","Lexington, Kentucky",1893,1989.0,5,1914.0,1928.0,1937.0,21.0,35.0,44.0
University of Kentucky,Professor,1956,1963,Retirement,Sallie Elizabeth Pence,"September 5, 1893","July 26, 1989","Lexington, Kentucky",1893,1989.0,6,1914.0,1928.0,1937.0,21.0,35.0,44.0
East Carolina College,Professor,1964,1966,Became a visiting distinguished professor,Sallie Elizabeth Pence,"September 5, 1893","July 26, 1989","Lexington, Kentucky",1893,1989.0,7,1914.0,1928.0,1937.0,21.0,35.0,44.0
East Carolina College,Visiting Distinguished Professor,1966,1967,End of visiting professorship,Sallie Elizabeth Pence,"September 5, 1893","July 26, 1989","Lexington, Kentucky",1893,1989.0,8,1914.0,1928.0,1937.0,21.0,35.0,44.0
Public schools in Maryland,Instructor,1918,1920,,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,1,1924.0,1931.0,1934.0,23.0,30.0,33.0
"Public schools in Renton, Washington",Instructor,1920,1923,,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,2,1924.0,1931.0,1934.0,23.0,30.0,33.0
"High school in Renton, Washington",Teacher,1924,1929,,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,3,1924.0,1931.0,1934.0,23.0,30.0,33.0
University of Washington,Teaching Fellow in Mathematics,1929,1931,,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,4,1924.0,1931.0,1934.0,23.0,30.0,33.0
University of Washington,Associate in Mathematics,1931,1934,,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,5,1924.0,1931.0,1934.0,23.0,30.0,33.0
Gooding College,Professor and Dean of Women,1934,1935,College closed three years later,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,6,1924.0,1931.0,1934.0,23.0,30.0,33.0
University of Washington,Instructor,1935,1941,,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,7,1924.0,1931.0,1934.0,23.0,30.0,33.0
University of Washington,Assistant Professor,1941,1949,,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,8,1924.0,1931.0,1934.0,23.0,30.0,33.0
University of Washington,Associate Professor,1949,1965,Retirement,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,9,1924.0,1931.0,1934.0,23.0,30.0,33.0
University of Washington,Associate Professor Emeritus,1965,1970,Death,Mary Elizabeth Haller,"June 15, 1901","June 16, 1970","Cumberland, Maryland",1901,1970.0,10,1924.0,1931.0,1934.0,23.0,30.0,33.0
New Hampshire public district schools,Teacher,,,,Josephine Alberta Robinson Roe,"May 5, 1858","April 29, 1946","Meredith, New Hampshire",1858,1946.0,1,1894.0,1911.0,1918.0,36.0,53.0,60.0
High School in Laconia,Principal,1880,1882,,Josephine Alberta Robinson Roe,"May 5, 1858","April 29, 1946","Meredith, New Hampshire",1858,1946.0,2,1894.0,1911.0,1918.0,36.0,53.0,60.0
New Hampton Literary Institution and Commercial College,Teacher,1882,1889,,Josephine Alberta Robinson Roe,"May 5, 1858","April 29, 1946","Meredith, New Hampshire",1858,1946.0,3,1894.0,1911.0,1918.0,36.0,53.0,60.0
New Hampton Literary Institution and Commercial College,Preceptress,1889,1890,,Josephine Alberta Robinson Roe,"May 5, 1858","April 29, 1946","Meredith, New Hampshire",1858,1946.0,4,1894.0,1911.0,1918.0,36.0,53.0,60.0
Kimball Union Academy,Preceptress,1894,1897,,Josephine Alberta Robinson Roe,"May 5, 1858","April 29, 1946","Meredith, New Hampshire",1858,1946.0,5,1894.0,1911.0,1918.0,36.0,53.0,60.0
Berea College,Principal of the Ladies Department and Acting Professor of Mathematics,1897,1901,,Josephine Alberta Robinson Roe,"May 5, 1858","April 29, 1946","Meredith, New Hampshire",1858,1946.0,6,1894.0,1911.0,1918.0,36.0,53.0,60.0
Berea College,Dean of Women,1901,1907,,Josephine Alberta Robinson Roe,"May 5, 1858","April 29, 1946","Meredith, New Hampshire",1858,1946.0,7,1894.0,1911.0,1918.0,36.0,53.0,60.0
